query_drug,generic_name,rxcui,spl_set_id,source_section,source_text,source_url,has_number,constraint_var,constraint_op,constraint_value,unit,curator,curator_note
nitrofurantoin,NITROFURANTOIN,311989,04af8b73-7e15-7da8-e063-6294a90af284,drug_interactions,"Therefore, monitor for nitrofurantoin adverse reactions when co-administering nitrofurantoin with uricosuric drugs. 7.3 Drug Interference with Laboratory Tests The presence of nitrofurantoin can cause a false-positive reaction for glucose in the urine when using Benedict's or Fehling's copper reduction reaction to determine the amount of reducing substances like glucose in the urine.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2204af8b73-7e15-7da8-e063-6294a90af284%22,True,,,,,,
nitrofurantoin,NITROFURANTOIN,311989,04af8b73-7e15-7da8-e063-6294a90af284,drug_interactions,Use glucose tests based on enzymatic glucose oxidase reactions to detect glucose in the urine.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2204af8b73-7e15-7da8-e063-6294a90af284%22,False,,,,,,
ondansetron,ONDANSETRON HYDROCHLORIDE,198052,00327696-c496-4c83-a63e-9e29fd6246d4,contraindications,"4 CONTRAINDICATIONS Ondansetron is contraindicated in patients: known to have hypersensitivity (e.g., anaphylaxis) to ondansetron or any of the components of the formulation [see Adverse Reactions (6.2) ] receiving concomitant apomorphine due to the risk of profound hypotension and loss of consciousness Patients known to have hypersensitivity (e.g., anaphylaxis) to ondansetron or any components of the formulation.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200327696-c496-4c83-a63e-9e29fd6246d4%22,True,,,,,,
ondansetron,ONDANSETRON HYDROCHLORIDE,198052,00327696-c496-4c83-a63e-9e29fd6246d4,contraindications,(4) Concomitant use of apomorphine (4),https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200327696-c496-4c83-a63e-9e29fd6246d4%22,True,,,,,,
ondansetron,ONDANSETRON HYDROCHLORIDE,198052,00327696-c496-4c83-a63e-9e29fd6246d4,drug_interactions,"7 DRUG INTERACTIONS 7.1 Serotonergic Drugs Serotonin syndrome (including altered mental status, autonomic instability, and neuromuscular symptoms) has been described following the concomitant use of 5-HT 3 receptor antagonists and other serotonergic drugs, including SSRIs and SNRIs.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200327696-c496-4c83-a63e-9e29fd6246d4%22,True,,,,,,
ondansetron,ONDANSETRON HYDROCHLORIDE,198052,00327696-c496-4c83-a63e-9e29fd6246d4,drug_interactions,Monitor for the emergence of serotonin syndrome.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200327696-c496-4c83-a63e-9e29fd6246d4%22,False,,,,,,
ondansetron,ONDANSETRON HYDROCHLORIDE,198052,00327696-c496-4c83-a63e-9e29fd6246d4,drug_interactions,"If symptoms occur, discontinue ondansetron and initiate supportive treatment [see Warnings and Precautions ( 5.3) ]. 7.2 Drugs Affecting Cytochrome P-450 Enzymes Ondansetron does not itself appear to induce or inhibit the cytochrome P-450 drug-metabolizing enzyme system of the liver [see Clinical Pharmacology (12.3)].",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200327696-c496-4c83-a63e-9e29fd6246d4%22,True,,,,,,
ondansetron,ONDANSETRON HYDROCHLORIDE,198052,00327696-c496-4c83-a63e-9e29fd6246d4,drug_interactions,"Because ondansetron is metabolized by hepatic cytochrome P-450 drug-metabolizing enzymes (CYP3A4, CYP2D6, CYP1A2), inducers or inhibitors of these enzymes may change the clearance and, hence, the half-life of ondansetron.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200327696-c496-4c83-a63e-9e29fd6246d4%22,True,,,,,,
ondansetron,ONDANSETRON HYDROCHLORIDE,198052,00327696-c496-4c83-a63e-9e29fd6246d4,drug_interactions,"In patients treated with potent inducers of CYP3A4 (i.e., phenytoin, carbamazepine, and rifampin), the clearance of ondansetron was significantly increased and ondansetron blood concentrations were decreased.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200327696-c496-4c83-a63e-9e29fd6246d4%22,True,,,,,,
ondansetron,ONDANSETRON HYDROCHLORIDE,198052,00327696-c496-4c83-a63e-9e29fd6246d4,drug_interactions,"However, on the basis of available data, no dosage adjustment for ondansetron is recommended for patients on these drugs [see Clinical Pharmacology ( 12.3 )]. 7.3 Tramadol Although no pharmacokinetic drug interaction between ondansetron and tramadol has been observed, data from 2 small trials indicate that when used together, ondansetron may increase patient-controlled administration of tramadol.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200327696-c496-4c83-a63e-9e29fd6246d4%22,True,,,,,,
ondansetron,ONDANSETRON HYDROCHLORIDE,198052,00327696-c496-4c83-a63e-9e29fd6246d4,drug_interactions,"Monitor patients to ensure adequate pain control when ondansetron is administered with tramadol. 7.4 Chemotherapy Carmustine, etoposide, and cisplatin do not affect the pharmacokinetics of ondansetron.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200327696-c496-4c83-a63e-9e29fd6246d4%22,True,,,,,,
ondansetron,ONDANSETRON HYDROCHLORIDE,198052,00327696-c496-4c83-a63e-9e29fd6246d4,drug_interactions,"In a crossover trial in 76 pediatric patients, intravenous ondansetron did not increase systemic concentrations of high-dose methotrexate. 7.5 Alfentanil and Atracurium Ondansetron does not alter the respiratory depressant effects produced by alfentanil or the degree of neuromuscular blockade produced by atracurium.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200327696-c496-4c83-a63e-9e29fd6246d4%22,True,,,,,,
ondansetron,ONDANSETRON HYDROCHLORIDE,198052,00327696-c496-4c83-a63e-9e29fd6246d4,drug_interactions,Interactions with general or local anesthetics have not been studied.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200327696-c496-4c83-a63e-9e29fd6246d4%22,False,,,,,,
